URL,Title,Description,Keywords,Title Exists (True/False),Description Exists (True/False),Keywords Exists (True/False)
https://palliative.zdrav.mosreg.ru/uslugi/sestrinskii_uhod,Сестринский уход,"Применение сестринского ухода необходимо при оказании паллиативной медицинской помощи, при наличии хронических заболеваний и заболеваний в острой форме. Сестринский уход допускает использование разных методов.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/viezdnaya_patronazhnaya_sluzhba,Выездная патронажная служба,"Госпитализация в стационар нужна не всегда. От большинства тягостных симптомов болезни можно избавиться и вне хосписа или стационара, продолжая находиться дома, рядом с близкими.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/o_podguznikah,О подгузниках,"Людям часто бывает трудно справиться с проблемами недержания: постыдное и странное состояние, с которым непросто смириться. Многие пытаются игнорировать это новое явление и продолжать жить «нормальной» жизнью",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/kak_vibrat_protivoprolezhnevuyu_podushku,Как выбрать противопролежневую подушку?,Они могут отличаться по форме и наполнению,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/vibor_matrasa_dlya_posteli_palliativnogo_patsienta,Выбор матраса для постели паллиативного пациента,"Постель для паллиативного пациента – место, где он проводит много или всё время. Поэтому надо уделить особое внимание подбору матраса и постельных принадлежностей.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/dinamicheskii_matras_i_kak_im_polzovatsya,Динамический матрас и как им пользоваться,"Для тех, кто не может самостоятельно двигаться, можно использовать динамический матрас. Тип такого матраца зависит от веса пациента.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/adsorbiruyuschie_izdeliya,Адсорбирующие изделия,"Паллиативным пациентам часто требуются адсорбирующие изделия, впитывающие выделения, предохраняющие от загрязнения бельё и постель.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/klassicheskie_podguzniki,Классические подгузники,Наиболее популярным является классический подгузник.,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/anatomicheskie_podguzniki,Анатомические подгузники,ЧТо такое анатомические подгузники,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/poyasnie_podguzniki,,,,False,False,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/vpitivayuschie_trusi,Впитывающие трусы,Что такое впитывающие трусы,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/raznoobrazie_podguznikov,Разнообразие подгузников,В целом о правилах выбора абсорбирующих изделиях,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/esli_bolnoi_srivaet_podguznik,Если больной срывает подгузник,Сорванный подгузник со всеми вытекающими последствиями – это частая история у больных деменцией. Почему это происходит?,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/prodolzhaya_temu_mochepolovoi_sistemi_v_palliative_zatronem_,"Затронем такой вопрос как стомы мочевого пузыря, почки и мочеточника.","Стома - искусственное отверстие, создающее сообщение между полостью любого органа и окружающей средой.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/kak_zhit_s_kolostomoi,Как жить с колостомой,Поговорим о таком виде стомы как КОЛОСТОМА,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/ispolzovanie-na-domu-medicinskih-izdelij-prednaznachennyh-dlya-podderzhaniya-funkcij-organov-organizma,"Использование на дому медицинских изделий, предназначенных для поддержания функц","При оказании паллиативной медицинской помощи всем нуждающимся пациентам в нашей стране, государство гарантирует возможность использования на дому медицинских изделий, предназначенных для поддержания функций органов организма.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/kontsentrator_kislorodnii_meditsinskii,Концентратор кислородный медицинский,В каких ситуациях  необходим концентратор кислородный медицинский,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/o_kontsentratorah_kisloroda,О концентраторах кислорода,Для профилактической и поддерживающей кислородотерапии,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/kompressornii_meditsinskii_ingalyator_ili_nebulaizer,Компрессорный медицинский ингалятор или небулайзер,Зачем нужен небулайзер,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/_iskusstvennoi_ventilyatsii_legkih_ivl,Искусственной вентиляции легких (ИВЛ),Что такое искусственной вентиляции легких (ИВЛ),,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/iskusstvennaya_ventilyatsiya_legkih_ivl_u_patsientov_v_palli,Искусственная вентиляция легких (ИВЛ) у пациентов в паллиативном уходе,Как ИВЛ может помочь паллиативным пациентам,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/novoe_pokolenie_apparatov_ivl,Новое поколение аппаратов ИВЛ,Новое поколение аппаратов ИВЛ,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/apparati_dlya_invazivnoi_ventilyatsii_legkih,Аппараты для инвазивной вентиляции легких,"Что такое аппараты для инвазивной вентиляции легких, отличающиеся портативностью и функциональностью.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu/oborudovanie_dlya_ispolzovaniya_na_domu/nepravilnaya_ustanovka_zonda_,Неправильная установка зонда,При неправильной установке зонда или неправильном положении пациента в процессе поступления пищи может произойти аспирация и развиться аспирационная пневмония,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/pomosch_na_domu,Кабинет паллиативной помощи,"Паллиативная помощь на дому – забота о пациентах в комфортной обстановке. Узнайте о видах услуг, условиях предоставления и преимуществах медицинского сопровождения дома.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/oborudovanie_dlya_ispolzovaniya_na_domu,Оборудование для использования на дому,"Узнайте о медицинском оборудовании, которое помогает обеспечить качественный уход за паллиативными пациентами в домашних условиях. Обзор устройств, их функций и преимуществ.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/psihologicheskaya_pomosch,Психологическая помощь,Узнайте о важности психологической поддержки для пациентов и их семей в период тяжелой болезни. Как получить профессиональную помощь и справиться с эмоциональным стрессом?,,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/koordinatsionnii_tsentr_palliativnoi_meditsinskoi_pomoschi,Координационный центр паллиативной медицинской помощи,"Координационный центр оказывает комплексную поддержку пациентам, нуждающимся в паллиативной помощи. Узнайте о предоставляемых услугах, команде специалистов и возможностях получения квалифицированной медицинской поддержки.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/obezbolivanie,Обезболивание,"Обзор методов обезболивания при паллиативном лечении. Узнайте о современных подходах к устранению боли, принципах выбора препаратов и других эффективных стратегиях для улучшения качества жизни пациентов.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi/ochnaya_shkola_palliativnogo_patsienta,Очная школа паллиативного пациента,"Очной школе паллиативного пациента предоставляется комплексное обучение и поддержка для пациентов и их семей. Узнайте о программах, специалистах и преимуществах участия в школе.",,True,True,False
https://palliative.zdrav.mosreg.ru/uslugi,Услуги,услуги паллиативным пациентам,,True,True,False
https://palliative.zdrav.mosreg.ru/faq/segodnya_mi_pogovorili_o_rabote_odnogo_iz_vazhneishih_podraz,Сегодня мы поговорили о работе одного из важнейших подразделений Координационног,Колл-центр работает 24 часа 7 дней в неделю и обрабатывает до сотни звонков в сутки.,,True,True,False
https://palliative.zdrav.mosreg.ru/faq,Обратная связь,Вопрос-ответ,,True,True,False
https://palliative.zdrav.mosreg.ru/clinics,Паллиативные учреждения,Паллиативная карта учреждений,,True,True,False
https://palliative.zdrav.mosreg.ru/library,Полезное,"Вся необходимая информация для родственников и специалистов, кто занимается уходом и лечение паллиативных пациентов.",,True,True,False
https://palliative.zdrav.mosreg.ru/doctors/razdel_dlya_spetsialistov,,,,False,False,False
https://palliative.zdrav.mosreg.ru/https://zdrav.mosreg.ru/zapis_na_palliativ,,,,False,False,False
https://palliative.zdrav.mosreg.ru/zayavka_na_obezbolivanie,Заявка на обезболивание,Заявка на обезболивание,,True,True,False
https://palliative.zdrav.mosreg.ru/prava_patsienta/palliativnuyu_pomosch_mozhno_poluchit_besplatno,Паллиативную помощь можно получить бесплатно,Паллиативную помощь можно получить бесплатно,,True,True,False
https://palliative.zdrav.mosreg.ru/prava_patsienta/kak_okazivaetsya_palliativnaya_meditsinskaya_pomosch_,Как оказывается паллиативная медицинская помощь?,"Паллиативная медицинская помощь оказывается в амбулаторных условиях, в том числе на дому, в дневном стационаре и стационарных условиях.",,True,True,False
https://palliative.zdrav.mosreg.ru/prava_patsienta/kakie_spetsialisti_okazivayut_pomosch_palliativnomu_bolnomu,Какие специалисты оказывают помощь паллиативному больному?,Какие специалисты оказывают помощь паллиативному больному?,,True,True,False
https://palliative.zdrav.mosreg.ru/prava_patsienta/osnovnie_normativnopravovie_akti_kotorie_reguliruyut_okazani,Основные нормативно-правовые акты,"Перечень основных нормативно-правовых актов, которые регулируют оказание паллиативной медицинской помощи в России.",,True,True,False
https://palliative.zdrav.mosreg.ru/prava_patsienta,Права паллиативного пациента,Право на бесплатную медицинскую помощь гражданам нашей страны гарантировано 41-й статьей Конституции РФ. Паллиативная медицинская помощь оказывается в соответствии с Положением об организации оказания паллиативной медицинской помощи.,,True,True,False
https://palliative.zdrav.mosreg.ru/order_to_doctor,Запись к врачу,Запись к врачу,,True,True,False
https://palliative.zdrav.mosreg.ru/call_patronaj,Вызов патронажной службы,Вызов патронажной службы,,True,True,False
https://palliative.zdrav.mosreg.ru/sestrinsky_uhod,Заявка на сестринский уход,Заявка на сестринский уход,,True,True,False
https://palliative.zdrav.mosreg.ru/request_to_equipment,Заявка на выдачу оборудования,Заявка на выдачу оборудования,,True,True,False
https://palliative.zdrav.mosreg.ru/request_to_status,Заявка на получение паллиативного статуса,Заявка на получение паллиативного статуса,,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/gigiena/uhod_za_zubami_palliativnogo_patsienta,"Уход за зубами, ушами, глазами, кожей и ногтями","Паллиативному пациенту необходимо периодически проводить осмотр ротовой полости, проверять состояние зубов и десен. Но что делать, если вы обнаружили проблему, а человек с трудом встаёт с постели?",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/gigiena/uhod_za_volosami_palliativnogo_patsienta,Уход за волосами и мытьё пациента,"Очень важно следить за волосами и кожей головы паллиативных пациентов. Если не проводить регулярную гигиену, возникает дискомфорт, зуд, потница кожи, а также путаница волос и в худшем случае колтуны.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/gigiena/gigiena_lezhachego_bolnogo,Интимная гигиена,"Гигиена лежачего больного очень важна для поддержания его здоровья и предотвращения инфекций, осложнений. В разделе приведены основные рекомендации по проведению гигиены лежачего больного.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/gigiena/uhod_za_patsientom,Пролежни,"Любой тяжелобольной пациент испытывает на себе влияние многочисленных факторов риска развития пролежней. Пролежень - язва от давления, возникающая на определенных участках тела и при определенных условиях.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/gigiena,,,,False,False,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/bolezni_palliativnih_patsientov,Болезни паллиативных пациентов,"Узнайте больше о заболеваниях, требующих паллиативной помощи, их симптомах, методах лечения и важности качественного ухода за пациентами на последних стадиях болезни.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/pitanie_copy/osnovnie_pravila_i_aspekti_pitaniya_palliativnogo_patsienta,Основные правила питания,"Из статьи вы узнаете об общих правилах по самостоятельному питанию паллиативного пациента, также о полезных советах. Специалисты подготовили информацию о том, как не допустить обезвоживания пациента и правильно применять нутриционную поддержку.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/pitanie_copy/nutritsionnaya_podderzhka,Нутриционная поддержка,"Паллиативные пациенты часто нуждаются в нутриционной поддержке. Это комплекс лечебных мероприятий, направленных на поддержание cтруктурно-функционального и метаболического равновесия в организме тяжелых больных.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/pitanie_copy/pitanie_pri_kolostome,Питание при колостоме,"Питание при колостоме. В случае неправильного питания могут возникать запоры, повышенное газообразование, что создаст дополнительные проблемы и дискомфорт.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/pitanie_copy/mifi_ob_enteralnom_pitanii_i_kak_eto_obstoit_na_samom_dele,Энтеральное питание,"Энтеральное питание, особенно через зонд, выглядит непривычно. Трубочки и другое медицинское оборудование, которое оказывается в организме пациента, могут вызвать опасения о побочных эффектах такой процедуры.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/pitanie_copy,Питание,Все о питании паллиативного пациента,,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi/sohranenie_komforta_v_palliativnoi_meditsine_na_vseh_urovnya,Сохранение комфорта в паллиативной медицине на всех уровнях,Один из важнейших аспектов ухода за пациентом,,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi/kak_samostoyatelno_pomenyat_polozhenie_patsienta,О перемещении паллиативного пациента в кровати,"Если больной не может двигаться самостоятельно, каждые 2 часа, пока он не спит, нужно менять его положение - на спине, на правом и левом боку. Это необходимо для исключения пролежней и предотвращения застоя крови в легких.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi/naibolee_rasprostranyonnaya_travma_pozhilih_lyudei,Пространство и  передвижение тяжёлых пациентов,"Травма, которая приводит к тяжёлым последствиям, осложнениям и требует ухода. Для того, чтобы уменьшить риски осложнений и страдания пациента, необходимо использовать ряд приспособлений. Ознакомьтесь с ними в статье.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi/_kak_pravilno_radovat_palliativnogo_patsienta,Как правильно радовать паллиативного пациента,Чем занять паллиативного пациента,,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi/vibor_garderoba_palliativnogo_bolnogo,Выбор гардероба паллиативного больного,"В процессе ухода за паллиативным пациентом не бывает мелочей. Очень тщательно нужно подходить к вопросу подбора одежды, так как нужно учитывать множество факторов, включая удобство, безопасность, функциональность и личные предпочтения пациента.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi/patsienti_s_palliativnim_statusom_chasto_nahodyatsya_v_tyazh,Что делать в экстренной ситуации?,"Как определить, что состояние пациента с паллиативным статусом ухудшилось",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/sozdanie_komfortnoi_sredi,Создание комфортной среды,"Если вы ухаживаете за больным человеком, важно организовать для него безопасное и удобное пространство.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/oborudovanie,Оборудование,"Паллиативное оборудование для использования на дому. Полезная информация для тех, кто ухаживает за паллиативным пациентом.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta/psihologicheskaya_podderzhka,Психологическая поддержка,"Бывает трудно понять, что сделать или сказать, чтобы утешить больного, когда имеешь дело с одним из самых сложных моментов в своей жизни. Нет единой формулы, нужной последовательности, однако есть шаги, которые вы можете предпринять.",,True,True,False
https://palliative.zdrav.mosreg.ru/shkola_patsienta,Школа паллиативного пациента,"Это не только информационные разделы по блокам ""Уход за пациентом"", ""Обезболивание"", ""Создание комфортной среды"", ""Психологическая поддержка"", ""Питание"", но и ОФФ-ЛАЙН ЗАНЯТИЯ (следите за анонсами)",,True,True,False
https://palliative.zdrav.mosreg.ru/zayavka_na_gospitalizatsiy,Заявка на госпитализацию,Специальная форма для оформления пациентам.,,True,True,False
https://palliative.zdrav.mosreg.ru/https://zdrav.mosreg.ru/widget-pharmacy-map,,,,False,False,False
https://palliative.zdrav.mosreg.ru/appeal_form,Обращение,Здесь вы можете оставить обращение по вопросам паллиативной помощи в Московской области. Заполните специальную форму для связи с медицинскими специалистами. Быстрое решение онлайн.,,True,True,False
https://palliative.zdrav.mosreg.ru/https://zdrav.mosreg.ru/map,,,,False,False,False
https://palliative.zdrav.mosreg.ru/quiz,"Тесты, опросы и голосование","Тесты, опросы и голосование. В данном разделе сервиса вы можете дать оценку качеству услуг в Подмосковье, пройти интересные тесты.",,True,True,False
https://palliative.zdrav.mosreg.ru/events,Мероприятия,"Раздел, содержащий информацию по прошедшим, текущим и будущим событиям",,True,True,False
https://palliative.zdrav.mosreg.ru/news,Новости,Новости,,True,True,False
https://palliative.zdrav.mosreg.ru/confirm/canceltutorfeedback,,,,False,False,False
https://palliative.zdrav.mosreg.ru/confirm/approvetutorfeedback,,,,False,False,False
https://palliative.zdrav.mosreg.ru/confirm/cancelspecialistbecomes,,,,False,False,False
https://palliative.zdrav.mosreg.ru/confirm/approvespecialistbecomes,,,,False,False,False
https://palliative.zdrav.mosreg.ru/confirm/cancelnewsletter,Подписка на новости отменена,Подписка на новости отменена,,True,True,False
https://palliative.zdrav.mosreg.ru/confirm/approvenewsletter,Эл. почта подтверждена,Эл. почта подтверждена,,True,True,False
https://palliative.zdrav.mosreg.ru/confirm,Подтверждение запросов,Подтверждение запросов,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_balashihe_26_iyunya,Школа паллиативного пациента в Балашихе 26 июня,"Практическое занятие на тему «Общие вопросы о питании, гигиене безопасном перемещении пациента»",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_balashihe_29_maya,Школа паллиативного пациента в Балашихе 29 мая,Практическое занятие на тему «Правила обработки пролежней и других ран»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_volokolamske_20_maya,Школа паллиативного пациента в Волоколамске 20 мая,Практическое занятие для родных и медработников на тему «Правила обработки пролежней на разных стадиях»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_volokolamske_24_iyunya,Школа паллиативного пациента в Волоколамске 24 июня,Практическое занятие на тему «Гигиена лежачего пациента в домашних условиях»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_voskresenske_7_maya,Школа паллиативного пациента в Воскресенске 7 мая,"Практическое занятие по профилактике пролежней, лечению их.",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_dzerzhinske_26_iyunya,Школа паллиативного пациента в Дзержинске 26 июня,Практическое занятие на тему «Облегчение страданий и повышение качества уровня жизни пациентов»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_dzerzhinske_29_maya,Школа паллиативного пациента в Дзержинске 29 мая,Практическое занятие на тему «Кормление лежачих пациентов. Специальные приспособления»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_dmitrove_19_iyunya,Школа паллиативного пациента в Дмитрове 19 июня,"Практическое занятие на тему «Сестринский уход. Уход за кожей культи, наложение асептической повязки»",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_dmitrove_22_maya,Школа паллиативного пациента в Дмитрове 22 мая,Практическое занятие на тему «Обучение родственников гигиенической обработки пациентов»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_domodedovo_17_iyunya,Школа паллиативного пациента в Домодедово 17 июня,Практическое занятие на тему «Как переодевать лежачего маломобильного пациента»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_domodedovo_20_maya,Школа паллиативного пациента в Домодедово 20 мая,Практическое занятие на тему «Особенности женской и мужской гигиены лежачего пациента»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola-palliativnogo-pacienta-v-egorevske-30-maya,Школа паллиативного пациента в Егорьевске 30 мая,"Практическое занятие: профилактика пролежней, гигиена и правильное питание",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_zaraiske_17_maya,Школа паллиативного пациента в Зарайске 17 мая,"Практическое занятие на тему ""Профилактика пролежней. Гигиена. Питание""",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_ivanteevke_27_iyunya,Школа паллиативного пациента в Ивантеевке 27 июня,Практическое занятие на тему «Основы питания паллиативных пациентов. Нюансы при определенных заболеваниях»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_ivanteevke_31_maya,Школа паллиативного пациента в Ивантеевке 31 мая,Практическое занятие на тему «Правила питания лежачих пациентов»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola-palliativnogo-pacienta-v-kashire-23-maya,Школа паллиативного пациента в Кашире 23 мая,Практическое занятие для ухаживающих за паллиативными пациентами,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_klinu_25_iyunya,Школа паллиативного пациента в Клину 25 июня,Практическое занятие на тему «Уход за стомированными пациентами»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_klinu_28_maya,Школа паллиативного пациента в Клину 28 мая,"Практическое занятие на тему «Резилиенс-гимнастика, массаж у паллиативных пациентов»",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_kolomne_21_maya,Школа паллиативного пациента в Коломне 21 мая,"Практическое занятие на тему ""Профилактика пролежней, Гигиена. Питание""",,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_koroleve_27_iyunya,Школа паллиативного пациента в Королеве 27 июня,Практическое занятие на тему «Дополнительные приспособления для восстановления и поддержания двигательной функции пациента»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola-palliativnogo-pacienta-v-koroleve-27-maya,Школа паллиативного пациента в Королеве 27 мая,Практическое занятие на тему «Какие средства гигиены использовать дома для ухода за паллиативным пациентом»,,True,True,False
https://palliative.zdrav.mosreg.ru/events/shkola_palliativnogo_patsienta_v_krasnogorske__30_maya,Школа паллиативного пациента в Красногорске  30 мая,"Занятие проведет врач паллиативной помощи и расскажет о том как определять уровень боли, особенно, если пациент это скрывает.",,True,True,False
